food_code,food_name_en,food_name_bn,food_group,meal_slots,role,pairs_with_groups,compatibility_score,notes
13_0003,"Fish oil, cod liver",কড লিভার তেল,Edible Oils and Fats,"breakfast,lunch,dinner",condiment,Cereals and Millets|Grain Legumes|Animal Meat|Poultry|Marine Fish|Fresh Water Fish and Shellfish|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Egg and Egg Products,0.55,Cooking oils used in virtually all preparations. Mustard oil is the signature Bangladeshi cooking fat.
13_0004,"Ghee, cow",গাওয়া ঘি,Edible Oils and Fats,"breakfast,lunch,dinner",condiment,Cereals and Millets|Grain Legumes|Animal Meat|Poultry|Marine Fish|Fresh Water Fish and Shellfish|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Egg and Egg Products,0.55,Cooking oils used in virtually all preparations. Mustard oil is the signature Bangladeshi cooking fat.
13_0010,Peanut oil,চিনা বাদামের তেল,Edible Oils and Fats,"breakfast,lunch,dinner",condiment,Cereals and Millets|Grain Legumes|Animal Meat|Poultry|Marine Fish|Fresh Water Fish and Shellfish|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Egg and Egg Products,0.55,Cooking oils used in virtually all preparations. Mustard oil is the signature Bangladeshi cooking fat.
13_0011,Sesame oil,তিলের তেল,Edible Oils and Fats,"breakfast,lunch,dinner",condiment,Cereals and Millets|Grain Legumes|Animal Meat|Poultry|Marine Fish|Fresh Water Fish and Shellfish|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Egg and Egg Products,0.55,Cooking oils used in virtually all preparations. Mustard oil is the signature Bangladeshi cooking fat.
T005,Groundnut oil,চিনাবাদাম তেল,Edible Oils and Fats,"breakfast,lunch,dinner",condiment,Cereals and Millets|Grain Legumes|Animal Meat|Poultry|Marine Fish|Fresh Water Fish and Shellfish|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Egg and Egg Products,0.55,Cooking oils used in virtually all preparations. Mustard oil is the signature Bangladeshi cooking fat.
11_0001,"Egg, chicken, farmed, raw",ফার্মের মুরগির ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Chicken egg — most versatile protein. Fried, boiled, or scrambled at breakfast; curry at lunch/dinner."
11_0002,"Egg, chicken, native, raw",দেশি মুরগির ডিম (তরকারি),Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
11_0003,"Egg, chicken, native, yolk, raw",দেশি মুরগির ডিমের কুসুম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
11_0004,"Egg, duck, whole, raw",হাঁসের ডিম (তরকারি),Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
11_0005,"Egg, chicken, farmed, boiled (without salt)",মুরগির ডিম সিদ্ধ,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
11_0006,"Egg, chicken, native, boiled (without salt)",সিদ্ধ দেশি মুরগির ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
11_0007,"Egg, duck, whole, boiled (without salt)",সিদ্ধ হাঁসের ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M001,Egg poultry whole,পোলট্রি মুরগির ডিমের তরকারি,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M002,Egg poultry white,সিদ্ধ পোলট্রি মুরগির ডিমের শ্বেতাংশ,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M003,Egg poultry yolk,কাঁচা পোলট্রি মুরগির ডিমের কুসুম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M004,Egg poultry,সিদ্ধ পোলট্রি মুরগির ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M005,Egg poultry white,পোলট্রি মুরগির ডিমের শ্বেতাংশ,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M006,Egg poultry yolk,সিদ্ধ পোলট্রি মুরগির ডিমের কুসুম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M007,Egg poultry omlet,পোলট্রি মুরগির ডিমের অমলেট,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M008,Egg country hen,দেশি মুরগির ডিমের তরকারি,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M009,Egg country hen,সিদ্ধ দেশি মুরগির ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M010,Egg country hen omlet,দেশি মুরগির ডিমের অমলেট,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M011,Egg duck,সিদ্ধ হাঁসের ডিম,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M012,Egg duck,হাঁসের ডিম (কাঁচা),Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M013,Egg duck omlet,হাঁসের ডিমের অমলেট,Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M014,Egg quial,কোয়েল পাখির ডিম (কাঁচা ),Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
M015,Egg Quial,কোয়েল পাখির ডিম (সিদ্ধ),Egg and Egg Products,"breakfast,lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Milk and Milk Products|Spices and Condiments,1.0,"Eggs are universal. Roti+egg at breakfast, rice+egg at any meal. Highly versatile across all meal slots."
S001,Cat fish,মাগুর মাছ,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S002,Catla,কাতল মাছ,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.92,Catla (কাতল) — large carp. Excellent in mustard curry. Pairs with rice and dal.
S003,Fresh water Eel,বাইম মাছ,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S004,Gold fish,গোল্ডফিশ,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S005,Pangas,পাঙ্গাস মাছ,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S006,Rohu,রুই,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,Rohu (রুই) — most popular freshwater fish. Classic Macher Jhol with potato and turmeric.
S007,Crab,কাঁকড়া,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S008,"Prawns, big",গলদা চিংড়ি,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S009,"Prawns, small",ছোট চিংড়ি,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
S010,Tiger prawns,বাগদা চিংড়ি,Fresh Water Fish and Shellfish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments,0.95,"Freshwater fish (Macher Jhol) are everyday protein. Pairs with rice, dal, and vegetables."
E001,Apple big,বড় আপেল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E002,Apple green,সবুজ আপেল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E003,Apple small,ছোট আপেল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E005,Apricot dried,শুকনো খুবানি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E007,Avocado fruit,নাশপাতি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E008,Bael fruit,বেল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E009,Banana ripe montham,আঁটিয়া বা বিচি কলা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E010,Banana ripe poovam,চাপা কলা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E011,Banana ripe red,লাল কলা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
